__fuente__,fecha_inicio,fecha_fin_iso,descripcion,observaciones,fecha_inicio_iso,fecha_cronica,folios,signatura,fecha_fin,fecha_topica
Denegri-Documentos.xlsx,1894-Oct.-20,1895-04-30,"Testimonio de la escritura de contrato adicional, al de venta de 40.000 toneladas de guano, celebrado entre el gobierno del Perú y ""The Banhing Limited"".","Manuscrito, cosido, incluye una carátula. Procede de la caja 48.",1894-10-20,1894-Oct.-20/1895-Abr.-30,7 f.u. y 1 f.b.,FDL-2170,1895-Abr.-30,Lima
Denegri-Documentos.xlsx,s,,"Plano del Callao, a escala 1:30000.","Dibujado a mano, procede de la caja 48. Fuera de Caja.",,s/f.,1 f.u.,FDL-2171,f.,Callao
Denegri-Documentos.xlsx,1876-Feb.-01,,"Contrato de transacción entre el consejo Provincial de Lima y Mariano Antonio Borda, en el cual le dan permiso para establecer una red de ferrocarriles.","Manuscrito, 1 Unidad, deteriorado en la parte superior derecha y también roto en la parte inferior pero completo. Procede de la caja 48.",1876-02-01,1876-Feb.-01,7 f.u. y 1 f.b,FDL-2172,,Lima
Denegri-Documentos.xlsx,1894-Abr.-28,,Carta dirigida al fiscal del tribunal mayor de cuentas. De Francisco Ballon sobre un informe relativo a los créditos de la Peruvian en la cuestión con Carlos Watson.,"Texto manuscrito, procedente de la caja 48.",1894-04-28,1894-Abr.-28,1 f.u.,FDL-2173,,Lima
Denegri-Documentos.xlsx,1889-Nov.-22,,Auto sobre el caso seguido contra Marcos Englander por el delito de falsificación.,"Texto manuscrito, 6 Unidades, procedente de la caja 48.",1889-11-22,1889-Nov.-22,50 f.u.,FDL-2174,,Lima
Denegri-Documentos.xlsx,s,,"Documentos sobre el un banquete ofrecido al doctor Francisco García calderón, incluye la lista de suscriptores.","Texto manuscrito, procede de la caja 48.",,s/f.,5 f.u.,FDL-2175,f.,Lima
Denegri-Documentos.xlsx,1822- May.- 21,,Recibo emitido por Manuel Rivero a favor de Mariano García y Rivero por la cantidad de doscientas arrobas de azúcar al precio de cinco reales.,"Manuscrito. Papel picado, quemado por la tinta. 4.",1822-05-21,1822- May.- 21,1 f.u.,FDL-3714,,Arequipa
Denegri-Documentos.xlsx,1871- Feb.- 15,1871-04-04,Recibo hecho por F. Rigaux a favor de José Rivero por concepto de hacerle catorce puertas para su casa.,"Manuscrito. Sello postal, picado y ajado. Caja 4",1871-02-15,1871- Feb.- 15/ 1871- Abr.- 04,1 f.u.,FDL-3715,1871- Abr.- 04,Arequipa
Denegri-Documentos.xlsx,1887-Jul.-02,,Planes y presupuesto sobre un banquete ofrecido al doctor Francisco García Calderón incluyendo la lista de suscriptores.,"Texto manuscrito, 12 Unidades, procede de la caja 48",1887-07-02,1887-Jul.-02/1890.Mar.22,13 f.u,FDL-2176,1890.Mar.22,Arequipa
Denegri-Documentos.xlsx,1871-Nov.-10,,"Estatuto del banco ""La Providencia"".","Texto impreso, 1 Unidad, procede de la caja 48.",1871-11-10,1871-Nov.-10,7 f.u.,FDL-2177,,Lima
Denegri-Documentos.xlsx,1825-Jul.-05,1829-06-18,Reproducción de Cartas y oficios de Agustín Gamarra.,"Fotocopias en buen estado de manuscritos, procede de la caja 49",1825-07-05,1825-Jul.-05/1829-Jun.-18,26 f.u.,FDL-2178,1829-Jun.-18,Cuzco
Denegri-Documentos.xlsx,1896-Nov.-07,1897-07-14,Recorte periódicos sobre el Perú y la Peruvian Corporation.,"Texto impreso y manuscrito en buen estado, procede de la caja 49.",1896-11-07,1896-Nov.-07/1897-Jul.-14,11 f.u.,FDL-2179,1897-Jul.-14,Lima
Denegri-Documentos.xlsx,1707-Abr.-09,1970-04-10,"Carta enviadas por Meguis y por el congreso, y un informe de la 3ra sección del día viernes 10 de Abril de 1970.","Texto impreso y manuscrito 3 Unidades, regular estado de conservación. Procede de la caja 59.",1707-04-09,1707-Abr.-09/1970-Abr.-10,4 f.u,FDL-2180,1970-Abr.-10,Lima
Denegri-Documentos.xlsx,1639,,"""Los varones ilustres del nuevo Mundo"" publicación dirigida al rey Felipe IV por Fernando Pizarro y Orellana. Solo el sumario.","Fotostática, procede de la caja 50",,1639,7 f.u.,FDL-2181,,Madrid
Denegri-Documentos.xlsx,1900-Jun.-22,,Memoria del prefecto del departamento de la Libertad. Avances y obras de su jurisdicción,"Manuscrito, incluye una carátula, esta rota. Procede de la caja 50.",1900-06-22,1900-Jun.-22,19 f.u.,FDL-2182,,Trujillo
Denegri-Documentos.xlsx,1841.Mar.-54,1842-01-09,"Oficios cartas dirigidos al Benemérito General en Jefe del Ejército de Reserva por Juan de Mendiburu, José de la Mar, Luis de Gamio, Fermín Estanilao y Manuel Raygada.",Manuscrito. Procede de la caja 50.,,1841.Mar.-54/1842-Ene.-09,11 f.u. y 6 f.b.,FDL-2183,1842-Ene.-09,Lima
Denegri-Documentos.xlsx,1828-Feb.-13,,Oficio dirigido al Ministro de Estado en el departamento de Marina y Guerra sobre el proceso seguido contra Manuel Carreño por el cargo de sedición.,Manuscrito. Procede de la caja 50,1828-02-13,1828-Feb.-13,2 f.u.,FDL-2184,,Puno
Denegri-Documentos.xlsx,1960-Oct.-22,1960-11-14,Cartas de Manuel A. Odría acerca del conflicto entre Perú y Ecuador.,"Mecanografiadas. La primera carta escrita en inglés, autografiada. Procede de la caja 50.",1960-10-22,1960-Oct.-22/1960-Nov.-14,15 f.u.,FDL-2185,1960-Nov.-14,Washington
Denegri-Documentos.xlsx,1991-Oct.-02,1995-03-23,"Documentos sobre el conflicto entre Perú y Ecuador: Extracto del libro, Hito 1924 ""Pacto de Caballeros"", de Carlos Torres y Torres Lara; la guerra del cóndor; memorándum territorial problema bote en Ecuador and Perú.",Mecanografiado y fotostáticas. Procede de la caja 50.,1991-10-02,1991-Oct.-02/1995-Mar.-23,17 f.u.,FDL-2186,1995-Mar.-23,"Lima, Madrid"
Denegri-Documentos.xlsx,,,Comentarios y frases célebres de diversos personajes. Incompleto.,"Manuscrito, cosido. Procede de la caja 50.",,s. XVIII,10 f.u.,FDL-2187,,s/l
Denegri-Documentos.xlsx,1803-May.-25,1813-08-11,Cuaderno de los autos seguidos sobre la provisión de las capellanías vacantes del doctor José Escobedo cura y propietario de la doctrina de Azangaro obispado de Cuzco.,"Manuscrito, con hongos, apolillado.",1803-05-25,1803-May.-25/1813-Ago.-11,133 f.u.,FDL-2188,1813-Ago.-11,Cuzco
Denegri-Documentos.xlsx,1836-Jul.-28,1839-08-13,Cartas redactadas por el comodoro F. Masón.,"Cartas, fotocopiadas en inglés, procede la caja 41",1836-07-28,1836-Jul.-28/1839-Ago.-13,10 f.u.,FDL-2189,1839-Ago.-13,"Santiago, Valparaíso"
Denegri-Documentos.xlsx,1837-Mar.-13,,Cartas emitidas por comodoro F. Masón.,"Cartas fotocopiadas en inglés, procede de la caja 41",1837-03-13,1837-Mar.-13/1837-Set.-14,14 f.u.,FDL-2190,1837-Set.-14,"Coquimbo, Río de Janeiro"
Denegri-Documentos.xlsx,1835-Ago.-24,1836-05-06,"Cartas emitidas por B. H. Wilson, comodoro Masón, Graham E Hamond.","Cartas fotocopiadas en inglés, incluyen documentos en español, procede de la caja 41",1835-08-24,1835-Ago.-24/1836-May.-06,72 f.u.,FDL-2191,1836-May.-06,"Lima, Río de Janeiro"
Denegri-Documentos.xlsx,1935-Abr.-21,,Relaciones Peruanas Chilenas visitas del ministro Peruano por conflicto en Tacna.,"Documentos fotocopiados en inglés del departamentos de estado, procede de la caja 41",1935-04-21,1935-Abr.-21,15 f.u.,FDL-2192,,Lima
Denegri-Documentos.xlsx,1930-Set.-1930,,"Asuntos latinoamericanos clasificados sobre Tacna y Arica estricta confidencialidad. ""The Tacna - Arica Settlement"". En inglés.","Fotocopiado, procede de la caja 41",,1930-Set.-1930,119 f.u.,FDL-2193,,Santiago de Chile
Denegri-Documentos.xlsx,1770-May.-22,,Copia sacada por la cámara del consejo dirigido hacia Joseph Antonio Manso de Velasco por los herederos de Felipe de Zavala.,"Documento Original escrito en español copia por la cámara del consejo de Indias, procede de la caja 41.",1770-05-22,1770-May.-22,93 f.u.,FDL-2194,,Madrid
Denegri-Documentos.xlsx,1757-Nov.-25,,Testimonio de los autos obrados por el visitador de casa real de moneda Ventura de sante-liceis y venero escribano Francisco de Salazar y Castillo.,"Documento Original escrito en español con daños internos efecto de la humedad a partir del folio 40, procede de la caja 41.",1757-11-25,1757-Nov.-25,94 f.u.,FDL-2195,,Potosí
Denegri-Documentos.xlsx,1772-Jun.-27,1773-07-04,"Expediente que trata sobre la visita del Excelentisimo Señor Pedro de Tagle por encargo del virrey Manuel Amat y Juniet, a las Cajas Reales del Tesoro de la Villarrica de Potosí.","Manuscrito, daños en algunas hojas. Se incluyendo 5 hojas de índice, procede de la caja 41. Papel sellado. Tinta mineral, papel oxidado.",1772-06-27,1772-Jun.-27/1773-Jul.-04,169 f.u.,FDL-2196,1773-Jul.-04,Lima
Denegri-Documentos.xlsx,1768-Mar.-11,1769-12-16,"Indice de cartas e informes sobre comisión de Pedro de Tagle números 1,2,4,7,8,9y11.","Documentos Originales en español, incluidas 3 cartas finales en los últimos folios, procede de la caja 41.",1768-03-11,1768-Mar.-11/1769-12-16,227 f.u.,FDL-2197,1769-12-16,Potosí
Denegri-Documentos.xlsx,1771-Jun.-03,,Asunto relacionado con Pedro de Tagle.,"documentos Originales en español, procede de la caja 41",1771-06-03,1771-Jun.-03,2 f.u.,FDL-2198,,Potosí
Denegri-Documentos.xlsx,1775-Jul.-20,,Asunto de préstamo del Banco de Reales de la Plata.,"documentos Originales en español, procede de la caja 41.",1775-07-20,1775-Jul.-20,6 f.u.,FDL-2199,,La Plata
Denegri-Documentos.xlsx,1893-Ago.-16,,Carta dirigida al Ministerio de Hacienda Eugenio Marquesado por José Marino Jiménez.,"Texto manuscrito urgente transcripción, procede de la caja 48.",1893-08-16,1893-Ago.-16,1 f.u.,FDL-2200,,Lima
Denegri-Documentos.xlsx,1810-Mar.-16,1835-06-24,"Cartas dirigidas a Mariano García Ribero por familiares: Mariano Rivero, Josefa Berogaray,Antonio Rivero.",Manuscritos. Proviene de la caja 51.,1810-03-16,1810-Mar.-16/1835-Jun.-24,23 f.u.,FDL-2374,1835-Jun.-24,"Tacna, Cuzco"
Denegri-Documentos.xlsx,1793-Jun.-20,,Renuncia de Lorenzo de Ugarte como albacea de los bienes de Pedro de Ureta.,Manuscrito. Proviene de la caja 51.,1793-06-20,1793-Jun.-20,3 f.u.,FDL-2375,,Moquegua
Denegri-Documentos.xlsx,s,,"Extractó de la carta dirigida a Pedro el Cruel Rey de Castilla, y el mozo Behanatin ministro del Rey de Granada.","Manuscrito, el segundo folio esta a la espalda de la hoja de presenta seis sellos de cera, de los cuales tres se encuentran rotos.",,s/f.,2 f.u.,FDL-2376,f.,s/l
Denegri-Documentos.xlsx,1899-Jun.-14,,Artículos periodísticos y carta referidos a la consignación de salitre a EE.UU. y las cláusulas del contrato.,"Texto manuscrito y impreso, ajados en los bordes. Procede de la caja 48.",1899-06-14,1899-Jun.-14/1895-Set.-30,10 f.u.,FDL-2201,1895-Set.-30,Lima
Denegri-Documentos.xlsx,1885-May.-08,,Cartas dirigidas al ministro de hacienda y comercio Peruano sobre la perdida de ciertos comprobantes con la olyphant y Company Para lo cual W.R. Grace es autorizado realizar una copia de las cuentas de la compañía.,"Texto manuscrito, falta de legibilidad, procede de la caja 48. Urgente transcripción.",1885-05-08,1885-May.-08,6 f.u.,FDL-2202,,Lima
Denegri-Documentos.xlsx,1878- Dic.-10,,Copia de la resolución suprema aceptando la propuesta de la casa Grace para representar al gobierno en EE.UU. ante la quiebra de Olypitant y Compañía,"Texto manuscrito, urgente transcripción, procede de la caja 48.",1878-12-10,1878- Dic.-10,2 f.u.,FDL-2203,,Lima
Denegri-Documentos.xlsx,1875-Feb.-10,,Resolución del gobierno Peruano aprobando la venta de 500000 QQ de salitre a EE.UU. Y Canadá y correspondencia Telegráfica entre la compañía salitrera del Perú y los señores F. Probst CA. De Nueva York.,"Texto manuscrito, urgente transcripción, procede de la caja 48.",1875-02-10,1875-Feb.-10,4 f.u.,FDL-2204,,Lima
Denegri-Documentos.xlsx,1893-Ago.-10,1886-05-08,Informe del juicio de cuentas sobre la consignación de salitre en los EE.UU. Y el Canadá y un Carta dirigida al ministro de Hacienda a manera de apreciación sobre el tratado de este tipo de cuentas.,"Texto manuscrito, procede de la caja 48.",1893-08-10,1893-Ago.-10/1886-May.-08,4 f.u.,FDL-2205,1886-May.-08,Lima
Denegri-Documentos.xlsx,1878-Feb.-01,,Copia de juicio de cuentas de la consignación de salitre a EE.UU. Y Canadá y copia de resoluciones supremas ordenando que la Alyphant Traten con los bancos.,"Texto manuscritos, procede de la caja 49.",1878-02-01,1878-Feb.-01/1881-Set.-30,9 f.u.,FDL-2206,1881-Set.-30,Lima
Denegri-Documentos.xlsx,s,,Indices analítico sobre la demanda de los tenedores de certificados Watson contra la Peruvian Corporation.,"texto manuscritos, urgente transcripción, procede de la caja 49. Documento deriorado.",,s/f.,4 f.u.,FDL-2207,f.,s/l
Denegri-Documentos.xlsx,s,,"""Documentos que sustentan la acción de los tenedores de Certificados Watson"",","Texto manuscrito, procede de la caja 49.",,s/f.,4 f.u.,FDL-2208,f.,s/l
Denegri-Documentos.xlsx,s,,Cuentas de víveres y artículos referentes al contrato de febrero de 1892 y resultados finales de cuentas Grace.,"Texto manuscritos, urgente transcripción, procede de la caja 49.",,s/f.,13 f.u.,FDL-2209,f.,s/l
Denegri-Documentos.xlsx,1890-Ago.-19,1890-06-02,Cartas de los hermanos Grace a Julio Villanueva sobre negocio de lanas de alpacas y ovejas a Arequipa además de un documento notarial sobre casas deshipotecadas.,"Texto manuscrito, procede de la caja 49.",1890-08-19,1890-Ago.-19/1890-Jun.-02,4 f.u.,FDL-2210,1890-Jun.-02,"Londres, Arequipa"
Denegri-Documentos.xlsx,s,,Memorándum sobre las cuentas de hermanos Grace y compañía WR Grace C.V. y memorándum de observaciones de las cuentas presentadas al gobierno por la casa Grace.,"Texto manuscrito, procede de la caja 49.",,s/f,4 f.u.,FDL-2211,f,s/l
Denegri-Documentos.xlsx,1892-Oct.-20,,Cartas de G. Menchaca a Carlos Segundo Watson sobre los 97 certificados que recibió el padre de este y a continuación la correspondencia a menchaca.,"Texto manuscrito, procede de la caja 49.",1892-10-20,1892-Oct.-20,2 f.u.,FDL-2212,,Lima
Denegri-Documentos.xlsx,1950-Dic.-29,1950-12-30,Carta de consulta de Hephens a García Calderón sobre el envió de unos documentos que hacen referencia a la política durante la guerra con Chile además de otra carta dirigida a Inés de Pesantes por la misma consulta Hephens.,"Texto manuscrito, procede de la caja 49.",1950-12-29,1950-Dic.-29/1950-Dic.-30,1 f.u.,FDL-2213,1950-Dic.-30,Lima
Denegri-Documentos.xlsx,1892-Dic.-25,,Cartas de L. M. Pinsas y Leonidas Cardenas al ministro de haciendo solicitando que el expediente del juicio Watson sea entregado a ambas partes.,"Texto manuscritos, procede de la caja 49.",1892-12-25,1892-Dic.-25,1 f.u.,FDL-2214,,Lima
Denegri-Documentos.xlsx,s,,Artículo periodístico referido al reglamentos sobre contribuciones directas.,"Texto impreso, recorte de periodístico, procede de la caja 49.",,s/f.,1 f.u.,FDL-2215,f.,Lima
Denegri-Documentos.xlsx,1892-Feb.-17,,"Gobierno de Remigio Morales Bermúdez y el congreso industrial, congreso de productores, Además de negocios algodoneros en Piura.","Texto manuscrito, procede de la caja 49.",1892-02-17,1892-Feb.-17/1892Abr.-28,2 f.u.,FDL-2216,1892Abr.-28,Lima
Denegri-Documentos.xlsx,s,,"Inventario de gustos por conservación, desembarco, matanza y de carne de Res.","Texto manuscrito, procede de la caja 48.",,s/f.,1 f.u.,FDL-2217,f.,s/l
Denegri-Documentos.xlsx,1891-Ago.-07,1891-11-02,"Artículos referidos a remates de Ramo de aguado, Ramo de lastre, impuesto de matanza de reses. Además de obras de la alcadia de Arequipa en Yurac.","Texto impreso, procede de la caja 49.",1891-08-07,1891-Ago.-07/1891-Nov.-02,2 f.u.,FDL-2218,1891-Nov.-02,"Callao, Arequipa"
Denegri-Documentos.xlsx,1890-Mar.-16,1890-03-23,"Estatutos de la empresa ""Ferrocarril urbano de Arequipa""","Texto impreso, procede de la caja 48.",1890-03-16,1890-Mar.-16/1890-Mar.-23,6 f.u.,FDL-2219,1890-Mar.-23,Arequipa
Denegri-Documentos.xlsx,1874-Mar.-12,1891-11-02,Copia de compromiso entre José Santos Delgado y Juan Manuel López Romaña sobre la construcción del ferrocarril urbano en Arequipa. Incluye otros documentos sobre el mismo tema.,"3 Unidades, Textos manuscritos procedentes de la caja 48.",1874-03-12,1874-Mar.-12/1891-Nov.-02,11 f.u.,FDL-2220,1891-Nov.-02,Arequipa
Denegri-Documentos.xlsx,1875,,"Trata sobre la Peruvian Corporation de ferrocarriles, como proyecto de ley para hacer algunas carreteras entre otras cosas.","Texto mecanografiado y manuscrito, 32 folios en copias, un mapa, una escala, y una imagen, procede de la caja 49.",,1875/Ago.-1901,145 f.u.,FDL-2221,Ago.-1901,Cerro de Pasco
Denegri-Documentos.xlsx,1823-May,,Hojas e informes de litigios en que destaca: narraciones sobre atentados de autoridades y también un manifiesto legal entre otros.,"Texto impreso en mal estado de conservación, roto y copias, procede de la caja 01.",,1823-May/1870-Nov.,89 f.u.,FDL-2222,1870-Nov.,"Arequipa, Moquegua"
Denegri-Documentos.xlsx,1824,,"Bandos y proclamas que tratan sobre asuntos eclesiásticos y de diversos temas, en el departamento de Arequipa.","textos impresos Originales y copias, algunos folios estan rotos, procede de la caja 01.",,1824/1876-Jul.,52 f.u,FDL-2223,1876-Jul.,Arequipa
Denegri-Documentos.xlsx,1827-Feb.-03,1853-08-03,"Bandos, proclamas, oficios, actas; asuntos políticos entre ellos Agustín Gamarra, al Prefecto de Arequipa, entre otros.","Impresos, fotocopias. Algunos tienen duplicados, otros estan rotos en la parte inferior. Procede de la caja 01. 62 Unidades",1827-02-03,1827-Feb.-03/1853-Ago.-03,74 f.u.,FDL-2224,1853-Ago.-03,"Arequipa, Lima"
Denegri-Documentos.xlsx,1825-Abr.-27,,"Oficio mandado al Francisco de Paula Otero informando sobre los impresos hechos en Arequipa, además del libro de data en donde se consigna los sueldos de la Prefectura de Arequipa.",Microfilmados. Procede de la caja 01.,1825-04-27,1825-Abr.-27/1825-Set.-01,17 f.u.,FDL-2225,1825-Set.-01,Arequipa
Denegri-Documentos.xlsx,1881-Ene.-17,1881-03-01,"Versos, cantos sobre la guerra con Chile.","Impresos, documentos frágiles. 3 Unidades.",1881-01-17,1881-Ene.-17/1881-Mar.-01,5 f.u.,FDL-2226,1881-Mar.-01,Guatemala
Denegri-Documentos.xlsx,1864-Oct.-08,1868-04-03,Oficios dirigidos al General Ministro de Estado del despacho de Marina y Guerra y al Contra Almirante Comandante General de la Marina sobre el cumplimiento de las ordenes superiores y la situación de los navíos.,"Fotostática, archivo histórico de la Marina.",1864-10-08,1864-Oct.-08/1868-Abr.-03,165 f.u.,FDL-2227,1868-Abr.-03,"Callao, Londres"
Denegri-Documentos.xlsx,1815-Jun.-07,,"Relación de los méritos y servicios Bartolomé de Salamanca gobernador, intendente que ha sido de la provincia de Arequipa y un permiso en blanco para que proporcionen ayuda a un navío.","Impreso, apolillado en el centro. Proviene de la caja 01, 2 Unidades.",1815-06-07,1815-Jun.-07,5 f.u. y 1f.b.,FDL-2228,,Madrid
Denegri-Documentos.xlsx,1908-Ago.-07,,Reseña que trata sobre la imprenta en Lima y la que se instalo en Arequipa.,Fotostática. Procede de la caja 01.,1908-08-07,1908-Ago.-07,10 f.u.,FDL-2229,,Arequipa
Denegri-Documentos.xlsx,1848-Jun.-26,,"Versos sobre Diálogo entre Mostrenco, su pavo real y un charlatán.",Impreso. Procede de la caja 01.,1848-06-26,1848-Jun.-26,2 f.u.,FDL-2230,,Arequipa
Denegri-Documentos.xlsx,1823-May.-27,,Recibos de ventas de Capellanías y dos cartas dirigidas al José Miguel Chavez y Tadeo Chavez,Manuscrito e impreso. Procede de la caja 01.,1823-05-27,1823-May.-27/1842,4 f.u. y 1 f.b,FDL-2231,1842,s/l
Denegri-Documentos.xlsx,1884-Dic.-09,,"Decretos, presupuestos, resoluciones, disposiciones, dictámenes, reglamentos, empréstitos, reformas y proyectos ferroviarios hechos por el presidentes Andrés Avelino Cáceres.",Procede de la caja 47.,1884-12-09,1884-Dic.-09/1888-Ene-02,145 f.u. y 89 f.b.,FDL-2232,1888-Ene-02,"Lima, Arequipa, Puno"
Denegri-Documentos.xlsx,1878-Nov.-01,1883-11-04,"Administración de rentas y presupuestos, procedimientos civiles y penales, derecho comercial en vistas fiscales.","5 hojas sueltas, procede de la caja 47.",1878-11-01,1878-Nov.-01/1883-Nov.-04,121 f.u. y 6 f.u.,FDL-2233,1883-Nov.-04,Lima
Denegri-Documentos.xlsx,1858-Dic.-01,1859-04-30,Pronunciamientos fiscales en el libro Numero 3° de vistas fiscales.,Procede de la caja 47.,1858-12-01,1858-Dic.-01/1859-Abr.-30,121 f.u. y 6 f.u.,FDL-2234,1859-Abr.-30,Lima
Denegri-Documentos.xlsx,1888-Abr.-26,,Vistas fiscales realizando diferentes personalidades.,"2 hojas sueltas artículos periodístico, procede de la caja 47.",1888-04-26,1888-Abr.-26/1889-Set.-04,214 f.u.,FDL-2235,1889-Set.-04,Lima
Denegri-Documentos.xlsx,1880-Dic.-29,1890-06-26,"Recortes periodísticos de viajes a la región selvática, ferrocarriles, exploraciones.","Recortes periodísticos sueltos 3, procede de la caja 47.",1880-12-29,1880-Dic.-29/1890-Jun.-26,124 f.u.,FDL-2236,1890-Jun.-26,"Lima, Ucayali, Chimbote"
Denegri-Documentos.xlsx,1822-Ene.-22,1980-01-16,"Piratería en el archivo del Cuzco, noticias del Cuzco, gaceta, exposición delos hechos entre Bolivia y el Perú.","3 sin fecha, procede de la caja 02.",1822-01-22,1822-Ene.-22/1980-Ene.-16,91 f.u.,FDL-2237,1980-Ene.-16,"Lima, Cuzco"
Denegri-Documentos.xlsx,1824-Oct.-28,,"Letras de canciones, cartas, discursos del archivo del libertador San Martín.","Fotocopias y manuscritos originales, los documentos proceden del archivo libertador-caracas-vol.113, procede de la caja 02.",1824-10-28,1824-Oct.-28,22 f.u.,FDL-2238,,Lima
Denegri-Documentos.xlsx,1806-Dic.-31,1802-01-01,Relaciones de gastos y arbitrios de los años mencionados.,Procede de la caja 02,1806-12-31,1806-Dic.-31/1802-Ene.-01,169 f.u.,FDL-2239,1802-Ene.-01,Lima
Denegri-Documentos.xlsx,1838-Abr.-06,,Carta de Ramón Castilla a su madre política doña Mercedes Corbacho de Canseco.,"1 Original y 2 copias, procede de la caja 02.",1838-04-06,1838-Abr.-06,6 f.u.,FDL-2240,,Valparaíso
Denegri-Documentos.xlsx,1823-Nov.-22,,Cartas dirigidas a Bolivar.,"Texto manuscrito fotocopiado, procede de la caja 02.",1823-11-22,1823-Nov.-22/1826Ene.-01,32 f.u.,FDL-2241,1826Ene.-01,Lima
Denegri-Documentos.xlsx,1862-1878,,"Bandos, proclamas y recortes periodísticos sobre la campaña presidencial de Manuel Pardo y una carta.","Impresos y fotocopias, una proclama tiene dos juegos.",,1862-1878,50 f.u.,FDL-2242,,Lima
Denegri-Documentos.xlsx,s,,Razón de los trastes de oficiales reales a saber de Antonio Assin.,"Documentos Original, presenta relación de casos compradas pero no presenta fecha ni lugar, procede de la caja 51.",,s/f.,2 f.u.,FDL-2243,f.,s/l
Denegri-Documentos.xlsx,1773-Feb.-14,,"Preparación del acero, instrumentos y demás materiales que pidió Pedro de Tagle para habilitar la Real Casa de la Moneda en Potosí.","documentos Originales, procede de la caja 51",1773-02-14,1773-Feb.-14,2 f.u.,FDL-2244,,Lima
Denegri-Documentos.xlsx,1771-Ene.-01,1777-06-12,Relaciones de cuentas de la Real Casa de la Moneda abarcando los periodos de 1771 a1777,"Documentos Original divididos en dos partes: Primera abarca año de 1771 y la segunda 1777, procede de la caja 51.",1771-01-01,1771-Ene.-01/1777-Jun.-12,67 f.u. y 7 f.b.,FDL-2245,1777-Jun.-12,"Potosí, La Plata"
Denegri-Documentos.xlsx,s,,"Proyecto de reforma monetaria por Pedro de Tagle y Bracho original, borrador y transcripción","Documentos Originales algunas hojas dañadas, aproximadamente del siglo XVIII además de una transcripción, procede de la caja 51.",,s/f.,35 f.u. y 2 f.b.,FDL-2246,f.,Potosí
Denegri-Documentos.xlsx,1769-Abr.-15,,Contestación a los memoriales del conde de la Real Casa de la Moneda.,,1769-04-15,1769-Abr.-15,4 f.u.,FDL-2247,,Potosí
Denegri-Documentos.xlsx,1752-Ene.-21,1769-10-16,Auto del Real acuerdo de justicia ala representación hecha por el conde de casa Real de moneda de la Villa de Potosí sobre la percepción.,"Documentos Originales, texto manuscritos, procede de la caja 51.",1752-01-21,1752-Ene.-21/1769-Oct.-16,126 f.u.,FDL-2248,1769-Oct.-16,Potosí
Denegri-Documentos.xlsx,1869-Jul.-11,1869-12-20,Oficios dirigidos al Director de Administración General.,"Documentos Originales, texto manuscritos, procede de la caja 51.",1869-07-11,1869-Jul.-11/1869-Dic.-20,9 f.u. y 3 f.b.,FDL-2249,1869-Dic.-20,"Lima, Callao, Paita y Ica"
Denegri-Documentos.xlsx,1839-Dic.-14,1889-10-06,"Cartas remitidas por la Tesorería General de Cerro de Pasco a esta dirección, en cumplimientos del Supremo Derecho.","Guías Originales, texto manuscritos, procede de la caja 51.",1839-12-14,1839-Dic.-14/1889-Oct.-06,295 f.u.,FDL-2250,1889-Oct.-06,"Lima, Cerro de Pasco"
Denegri-Documentos.xlsx,1847-Ene.-11,1847-12-15,Fundición de barra de plata en la collana de Pasco para la Casa de la Moneda de Lima.,"Documentos Originales en deterioro por causa de la tinta, algunas fechas no se determinan por deterioro de los documentos, procede de la caja 51.",1847-01-11,1847-Ene.-11/1847-Dic.-15,86 f.u.,FDL-2251,1847-Dic.-15,Cerro de Pasco
Denegri-Documentos.xlsx,1824-Ene.-16,,Traslado pedido por Manuel Alvarez.,Documentos Originales,1824-01-16,1824-Ene.-16,15 f.u.,FDL-2252,,Huánuco
Denegri-Documentos.xlsx,1821-Ago.-03,1839-04-20,"Administración general de correos 15 Cartas redactadas por Félix de la Rosa, D.M. De Pando.","Cartas Originales, texto manuscritos, proceden de la caja 51.",1821-08-03,1821-Ago.-03/1839.-Abr.-20,15 f.u.,FDL-2253,1839.-Abr.-20,Lima
Denegri-Documentos.xlsx,1906-May.-27,1907-02-22,Recortes periodísticos sobre la tercera conferencia Pan Americana realizada en Río de Janeiro.,Encuadernado. Procede de la caja 50.,1906-05-27,1906-May.-27/1907-Feb.-22,123 f.u. y 9 f.b.,FDL-2254,1907-Feb.-22,"Lima, Río de Janeiro, Buenos Aires, Bolivia"
Denegri-Documentos.xlsx,s,,"Planos de las minas Santo Domingo, Pensylvania desde todos los vértices.",Manuscrito. Procede de la caja 50.,,s/f,18 f.u.,FDL-2255,f,s/l
Denegri-Documentos.xlsx,1900,,"Diversos temas entre diplomacia, tratados limítrofes.",Recortes periodísticos de diversos temas cuaderno empastado.,,1900,155 f.u. y 38 f.b.,FDL-2256,,s/l
Denegri-Documentos.xlsx,1823,,"Detalles del la labor del presidente de Lima, se basa en acontecimientos propios de la época.","Texto manuscrito Original, empastado precede de la caja 50",,1823,33f.u. y 67f.b,FDL-2257,,Lima
Denegri-Documentos.xlsx,s,,"Prologo sobre la imprenta en el Perú, de Carlos Romero.","Texto mecanografiado, incluye una carátula, 2 copias del texto, procede de la caja 50",,s/f.,33 f.u.,FDL-2258,f.,Lima
