__fuente__,signatura,folios,fecha_topica,fecha_cronica_iso,fecha_cronica,observaciones,descripcion
Denegri-Documentos.xlsx,FDL-0494,55 f.u.,"Lima, Bogotá, Quito.",fecha inválida,1838-Nov.-16/1839-Nov.-23,Fotocopia. Antigua signatura B54,"Copias de oficios relativos a Ventura Lavalle, encargado de negocios de Chile en el Perú."
Denegri-Documentos.xlsx,FDL-0495,41 f.u.,"Lima, Quito.",fecha inválida,1858-Abr.-10/Set.-16,Incluye carátula. Antigua signatura B55,"Documentos diversos (notas, decretos, instrucciones, etc.) relativos a las relaciones entre Perú y Ecuador durante 1858"
Denegri-Documentos.xlsx,FDL-0496,2 f.u.,Lima.,1826-11-18,1826-Nov.-18,Antigua signatura B56,"Carta de pago: Juan Montespada , residente en Lima, otorga carta de pago a Antonio Sacio por cierre de cuentas."
Denegri-Documentos.xlsx,FDL-0497,1 f.u.,s/l.,1821-11-02,1821-Nov.-02,Antigua signatura B56,"Copia de Himno patriótico que, al parecer, fue publicado en Buenos Aires en 1821."
Denegri-Documentos.xlsx,FDL-0498,1 f.u.,Arequipa.,1830-03-19,1830-Mar.-19,Antigua signatura B56,Carta dirigida a Juana Romero de Odriozola por su hermano Marcelo.
Denegri-Documentos.xlsx,FDL-0499,2 f.u.,Lima.,1832-10-08,1832-Oct.-08,Antigua signatura B56,"Carta remitida a M. Lorenzo Vidaurre, presidente de la Corte Suprema de Justicia, por Juan Velásquez."
Denegri-Documentos.xlsx,FDL-0500,2 f.u.,Yauyos.,1829-03-02,1829-Mar.-02,Antigua signatura B56,"Solicitud de Lucas Pascual, indígena de la provincia de Yauyos."
Denegri-Documentos.xlsx,FDL-0501,1 f.u.,Lima.,1845-07-26,1845-Jul.-26,Antigua signatura B56,"Solicitud de Mariano Alejo Álvarez, apoderado del general José de San Martín, por la que pide copia certificada de un decreto del Congreso relativo al sueldo que se le daba."
Denegri-Documentos.xlsx,FDL-0502,4 f.u.,Carampama.,1852-07-06,1852-Jul.-06,Antigua signatura B56,"Expediente relativo a una denuncia presentada por el indígena Escolástico León, natural del pueblo de Carampama, contra Juana Huamán."
Denegri-Documentos.xlsx,FDL-0503,1 f.u.,Lima.,1879-07-28,1879-Jul.-28,Antigua signatura B56,Carta de Martín Ruiz y Soto que trata acerca del coronel Odriozola.
Denegri-Documentos.xlsx,FDL-0504,27 f.u.,Cuzco.,fecha inválida,1825-Ene.-20/Jul.-10,Fotocopias. Antigua signatura B57,"Copias de impresos diversos (decretos, mensajes a la nación, etc.) del año 1825"
Denegri-Documentos.xlsx,FDL-0505,15 f.u.,s/l.,fecha inválida,1836 - 1849,Fotocopias. Antigua signatura B57,"Copias de documentos diversos (Nombramiento, hoja de servicios, oficios, etc.) relativos al coronel Gil Espino."
Denegri-Documentos.xlsx,FDL-0506,4 f.u.,,fecha inválida,s/f.,Mecanografiado. Antigua signatura B58,Relación de documentos relativos a la sublevación de Túpac Amaru que existen en la Biblioteca Nacional de Chile.
Denegri-Documentos.xlsx,FDL-0507,1 f.u.,Cuzco.,1822-03-31,1822-Mar.-31,Mecanografiada. Antigua signatura B58,"Copia de la comúnicación de una licencia concedida a Manuel Pardo, regente de la Real Audiencia del Cuzco, en 1820."
Denegri-Documentos.xlsx,FDL-0508,11 f.u.,Cuzco.,fecha inválida,1825-Set.-09/1827-Abr.-05,Mecanografiadas. Antigua signatura B58,Copias de cartas del prefecto Agustín Gamarra relativas a la economía del Hospital General del Cuzco y remitidas desde septiembre de 1825 hasta abril de 1827.
Denegri-Documentos.xlsx,FDL-0509,10 f.u. + 4 f.,Lima.,fecha inválida,1851-May.-15/1880-May.-28,Encuadernado. Antigua signatura B59,"Títulos del coronel Federico Larrañaga. Además, artículos periodísticos que tratan sobre su vida."
Denegri-Documentos.xlsx,FDL-0510,244 f.u.,"Moquegua, Lima.",fecha inválida,1840-Dic.-08/1842-Abr.-10,Mecanografiadas. Antigua signatura B60,"Copias de los documentos del nº59 al nº160"" relativos a las ""Memorias"" de Manuel Mendiburu."
Denegri-Documentos.xlsx,FDL-0511,60 f.u. en total.,Lima.,fecha inválida,1971-Jun-,Mecanografiado. Antigua signatura B61,"Un Importante Diario del Prócer Peruano Antonio Gutiérrez de La Fuente (1822). Mecanografiado. Además, introducción de Félix Denegri Luna. Lima, junio de 1971."
Denegri-Documentos.xlsx,FDL-0512,1 f.u.,s./l.,fecha inválida,s/f.,Antigua signatura B61,Lista de los Jefes y oficiales que marchan al sur en la sec. de E.M. bajo las órdenes de Domingo Nieto.
Denegri-Documentos.xlsx,FDL-0513,1 f.u.,Lima.,fecha inválida,1841-Ene.-09,Antigua signatura B61,Oficio del Ministerio de Gobierno y Relaciones Exteriores dirigido a Gutiérrez de La Fuente.
Denegri-Documentos.xlsx,FDL-0514,1 f.u.,Lima.,fecha inválida,1841-Ene.-12,Antigua signatura B61,Oficio del Ministerio de Gobierno y Relaciones Exteriores dirigido al Prefecto de Moquegua.
Denegri-Documentos.xlsx,FDL-0515,1 f.u.,Lima.,fecha inválida,1841-Ene.-12,Antigua signatura B61,Oficio del Ministerio de Guerra y Marina dirigido a Gutiérrez de La Fuente. Comúnica que Ramón Castilla ha sido nombrado general en jefe del Ejército de Operaciones.
Denegri-Documentos.xlsx,FDL-0516,1 f.u.,Arequipa.,fecha inválida,1841-Ene.-14,Zonas perdidas. Antigua signatura B61,Comúnicación reservada del E. M. General del Ejército al Gobernador de Islay. Trata acerca de la huida del general Torrico.
Denegri-Documentos.xlsx,FDL-0517,1 f.u.,Arequipa.,fecha inválida,1841-Ene.-15,Antigua signatura B61,"Copia certificada de bando del Prefecto de Arequipa José Mariano Cossío quien convoca a reconocer la autoridad del coronel Manuel Ignacio de Vivanco, que ha sido proclamado jefe supremo de la República."
Denegri-Documentos.xlsx,FDL-0518,1 f.u.,Lima.,fecha inválida,1841-Ene.-18,Antigua signatura B61,Oficio del Ministerio de Guerra y Marina dirigido a Gutiérrez de La Fuente.
Denegri-Documentos.xlsx,FDL-0519,1 f.u.,Tacna.,1841-01-01,1841,Antigua signatura B61,"Copia de bando del Prefecto de Moquegua Manuel Mendiburu, publicado en Tacna, el 06 de enero de 1841; mediante el cual convoca a la Guardia Nacional."
Denegri-Documentos.xlsx,FDL-0520,1 f.u.,Lima.,fecha inválida,1841-Ene.-20,Antigua signatura B61,Comúnicación del Ministerio de Guerra y Marina dirigida al general Antonio Gutiérrez de La Fuente. Se le avisa su nombramiento a general en jefe del Ejército de Reserva.
Denegri-Documentos.xlsx,FDL-0521,1 f.u.,Lima.,1841-02-05,1841-Feb.-05,Antigua signatura B61,Oficio del Ministerio de Guerra y Marina dirigido al comandante General de Arequipa y Moquegua.
Denegri-Documentos.xlsx,FDL-0522,1 f.u.,Arequipa.,1841-02-10,1841-Feb.-10,Antigua signatura B61,Comúnicación de la Secretaría General de S.E. el Jefe Supremo dirigida al Gobernador del Puerto de Islay.
Denegri-Documentos.xlsx,FDL-0523,1 f.u.,Lima.,1841-02-13,1841-Feb.-13,Antigua signatura B61,Oficio dirigido por el Ministerio de Guerra y Marina al Comandante General de los Departamentos de Arequipa y Moquegua.
Denegri-Documentos.xlsx,FDL-0524,1 f.u.,Islay.,1841-02-15,1841-Feb.-15,Antigua signatura B61,Proclama del general Gutiérrez de la Fuente al departamento de Arequipa.
Denegri-Documentos.xlsx,FDL-0525,1 f.u.,Islay.,1841-02-15,1841-Feb.-15,Antigua signatura B61,Decreto de Gutiérrez de La Fuente por el que concede indultos a los rebeldes vivanquistas de Arequipa que hayan dejado la sedición.
Denegri-Documentos.xlsx,FDL-0526,1 f.u.,Islay.,1841-02-15,1841-Feb.-15,Antigua signatura B61,Proclama del general Gutiérrez de la Fuente al departamento de Arequipa sublevado por Vivanco.
Denegri-Documentos.xlsx,FDL-0527,2 f.u.,Tacna.,1841-02-18,1841-Feb.-18,Antigua signatura B61,Comúnicación dirigida por el prefecto de Moquegua Manuel de Mendiburu a Gutiérrez de la Fuente.
Denegri-Documentos.xlsx,FDL-0528,1 f.u.,Lima.,1841-03-01,1841-Mar.-01,Antigua signatura B61,Comúnicación dirigida por el Ministerio de Guerra y Marina a Gutiérrez de La Fuente.
Denegri-Documentos.xlsx,FDL-0529,1 f.u.,Lampa.,1841-03-01,1841-Mar.-01,Antigua signatura B61,"Comúnicación de Castilla, general en jefe del Ejército de Operaciones, a Gutiérrez de La Fuente."
Denegri-Documentos.xlsx,FDL-0530,1 f.u.,Islay.,1841-03-04,1841-Mar.-04,Antigua signatura B61,"Oficio de José de la Haza, comandante del bergantín de guerra ""Constitución"", a Gutiérrez de La Fuente. Trata acerca de la ocupación del puerto de Islay por los montoneros."
Denegri-Documentos.xlsx,FDL-0531,1 f.u.,Islay.,1841-03-04,1841-Mar.-04,Antigua signatura B61,"Oficio de José de la Haza, comandante del bergantín de guerra ""Constitución"", a Gutiérrez de La Fuente. Trata acerca de las 30 horas en que los vivanquistas ocuparon el puerto."
Denegri-Documentos.xlsx,FDL-0532,2 f.u.,Tacna.,1841-03-08,1841-Mar.-08,Antigua signatura B61,"Oficio dirigido por Manuel de Mendiburu, prefecto de Moquegua, a Gutiérrez de La Fuente."
Denegri-Documentos.xlsx,FDL-0533,1 f.u.,Lima.,1841-03-08,1841-Mar.-08,Antigua signatura B61,Oficio dirigido por el Ministerio de Guerra y Marina al General en Jefe del Ejército de Reserva.
Denegri-Documentos.xlsx,FDL-0534,1 f.u.,Tacna.,1841-03-08,1841-Mar.-08,Antigua signatura B61,"Oficio dirigido por Manuel de Mendiburu, prefecto de Moquegua, a Gutiérrez de La Fuente."
Denegri-Documentos.xlsx,FDL-0535,2 f.u.,Chuquibamba.,1841-03-18,1841-Mar.-18,Antigua signatura B61,Oficio dirigido por los vecinos del valle de Majes a Gutiérrez de La Fuente.
Denegri-Documentos.xlsx,FDL-0536,2 f.u.,Islay.,1841-03-25,1841-Mar.-25,Antigua signatura B61,"Oficio dirigido por José de la Haza, comandante del bergantín de guerra ""Constitución"", a Gutiérrez de La Fuente. Trata acerca de una sublevación de Chilenos en la tripulación de su buque."
Denegri-Documentos.xlsx,FDL-0537,1 f.u.,Salinas.,1841-03-26,1841-Mar.-26,Antigua signatura B61,Comúnicación del general Castilla a La Fuente. Le recrimina el no haber cumplido con la unión de las fuerzas y lo amenaza con que tendrá que rendir cuentas al Gobierno.
Denegri-Documentos.xlsx,FDL-0538,1 f.u.,Sihuas,1841-03-26,1841-Mar.-26,Antigua signatura B61,Oficio dirigido por el Gobernador de Sihuas al general Domingo Tristán. Trata acerca del triunfo vivanquista en Cachamarca.
Denegri-Documentos.xlsx,FDL-0539,1 f.u.,Arequipa.,fecha inválida,1841-Abr.-08,Antigua signatura B61,Oficio dirigido por el E.M. del Ejército de Operaciones a Gutiérrez de La Fuente. Trata acerca de la fuga de Vivanco.
Denegri-Documentos.xlsx,FDL-0540,1 f.u.,Arequipa.,1841-01-01,1841,Antigua signatura B61,"Transcripción de los interrogatorios hechos el 08 de abril de 1841 al coronel Manuel María Pérez, prisionero perteneciente al Ejército de Vivanco en Arequipa."
Denegri-Documentos.xlsx,FDL-0541,1 f.u.,Cocachacra.,fecha inválida,1841-Abr.-14,Antigua signatura B61,Oficio dirigido por el Comandante Militar del valle de Tambo a La Fuente.
Denegri-Documentos.xlsx,FDL-0542,1 f.u.,Camaná.,fecha inválida,1841-Abr.-14,Antigua signatura B61,Oficio dirigido por el Subprefecto de Camaná a Gutiérrez de La Fuente.
Denegri-Documentos.xlsx,FDL-0543,1 f.u.,Arequipa.,fecha inválida,1841-Abr.-18,Antigua signatura B61,Oficio de la Subprefectura de la Provincia de Cailloma.
Denegri-Documentos.xlsx,FDL-0544,1 f.u.,Tambo.,fecha inválida,1841-Abr.-21,Antigua signatura B61,Oficio dirigido por el Comandante Militar del valle de Tambo a La Fuente. Trata sobre la persecución de los vivanquistas derrotados.
Denegri-Documentos.xlsx,FDL-0545,2 f.u.,Lima.,1841-11-17,1841-Nov.-17,Zonas perdidas 5%. Antigua signatura B61,Oficio dirigido por el Estado Mayor General del Ejército del Norte al General en Jefe del Ejército. Contiene una transcripción de una orden general relativa a la causa seguida contra el coronel Baltazar Caravedo por los sucesos de Piura.
Denegri-Documentos.xlsx,FDL-0546,1 f.u.,Callao.,fecha inválida,1841-Dic.-18,Antigua signatura B61,"Relación nominal de los individuos de tropa venidos del sur que pertenecen a los diferentes cuerpos de caballería, y que fueron prisioneros en Incague."
Denegri-Documentos.xlsx,FDL-0547,1 f.u.,Ayacucho.,fecha inválida,1842-Set.-09,Antigua signatura B61,"Oficio dirigido por la Secretaría General de S.E. a La Fuente. Comúnica orden del Vicepresidente encargado del Poder Ejecutivo, la cual manda que el ejército marche a la costa y se constituya en Palpa."
Denegri-Documentos.xlsx,FDL-0548,1 f.u.,Arequipa.,fecha inválida,1842-Set.-19,Antigua signatura B61,"Comúnicación de Mariano Ignacio de Vivanco, comandante general del departamento, al General en Jefe del Ejército."
Denegri-Documentos.xlsx,FDL-0549,18 f.u.,Huancayo.,fecha inválida,1839-Set.-25,"2unid.,mecanografiado. Antigua signatura B62",Copia doble de un oficio del Ministerio de Hacienda del Perú
Denegri-Documentos.xlsx,FDL-0550,12 f.u.,s/l.,fecha inválida,s/f.,"2unid.,mecanografiada. Antigua signatura B62",Copias dobles de declaraciones dadas en 1832 por el capitán Alejandro Muñoz y por otros al sargento Juan José Donaire acerca de Manuel Mendiburu.
Denegri-Documentos.xlsx,FDL-0551,132 f.u.,s/l.,fecha inválida,s/f.,Mecanografiadas. Antigua signatura B63,"Copias de los documentos desde el nº159 al nº234 de las ""Memorias"" de Manuel Mendiburu."
Denegri-Documentos.xlsx,FDL-0552,255 f.u.,s/l.,fecha inválida,s/f.,Mecanografiadas. Antigua signatura B64,"Copias de los documentos desde el nº59 al nº160 de las ""Memorias"" de Manuel Mendiburu."
Denegri-Documentos.xlsx,FDL-0553,18 f.u.,"Arica, Islay, Callao.",fecha inválida,1834-Abr.-25/1834-Jul.-23,Zonas perdidas 5%. Antigua signatura B65,Correspondencia dirigida al General en Jefe del Ejército del Sur por J. Boterín.
Denegri-Documentos.xlsx,FDL-0554,42 f.u.,"Chumbenique, Trujillo, Paita.",fecha inválida,1839-Abr.-28/1839-Dic.-25,"30unid.,Antigua signatura B66",Correspondencia dirigida al general Domingo Nieto por Norberto de Vega y por otros.
Denegri-Documentos.xlsx,FDL-0555,24 f.u.,"Lima, Islay, Puno, Tacna, Londres, Trujillo, New York, La Paz.",fecha inválida,1835-Feb.-24/1870-Set.-06,"18unid.,antigua signatura B67","Correspondencia remitida al general Pedro de Cisneros por José Rufino Echenique, por J. J. Salcedo y por otros"
Denegri-Documentos.xlsx,FDL-0556,1 f.u.,Tacna.,fecha inválida,1880-Ene.-04,Antigua signatura B67,Oficio dirigido por la Secretaría General de la Comandancia en Jefe del Ejército Boliviano al Jefe Superior Político y Militar de los Departamentos del Sur.
Denegri-Documentos.xlsx,FDL-0557,4 f.u.,Chorrillos.,1877-10-16,1877-Oct.-16,"2unid.,Antigua signatura B67",Carta dirigida por Pedro Cisneros a Vicente Holguín.
Denegri-Documentos.xlsx,FDL-0558,2 f.u.,Tinta.,fecha inválida,1880-Abr.-03,Antigua signatura B67,Carta dirigida por Clorinda M. de Turner a Lizardo Montero.
Denegri-Documentos.xlsx,FDL-0559,1 f.u.,Lima.,1863-02-28,1863-Feb.-28,Antigua signatura B67,Carta dirigida al Presidente de la Comisión de Presupuesto.
Denegri-Documentos.xlsx,FDL-0560,16 f.u.,Washington.,fecha inválida,s/f.,Mecanografiado. Antigua signatura B68,"Intervención de Pedro Daza, embajador de Chile ante la Organización de Estados Americanos."
Denegri-Documentos.xlsx,FDL-0561,6 f.u.,Lima.,1825-01-01,1825,Fotocopia. Antigua signatura B68,"Copia de Instrucciones que Simón Bolívar, jefe supremo de la República Peruana, dicta a José Joaquín Olmedo y a José Gregorio Paredes, encargados de levantar en Londres un empréstito nacional. Original: 1825."
Denegri-Documentos.xlsx,FDL-0562,7 f.u.,Lima.,fecha inválida,1822-Abr.-13/1822-Jul.-11,Fotocopias. Antigua signatura B68,Copias de oficios relativos a San Martín y a Bernardo Monteagudo.
Denegri-Documentos.xlsx,FDL-0563,3 f.u.,s/l.,1835-03-09,1835-Mar.-09,Copia fotográfica. Antigua signatura B68,Copia de oficio remitido por Ramón Castilla al Ministro Plenipotenciario del Perú en Bolivia.
Denegri-Documentos.xlsx,FDL-0564,11 f.u.,Cuzco.,fecha inválida,1621-1629,Reproducciones fotográficas. Antigua signatura B68,Crónicas jesuitas relativas a la ciudad del Cuzco y a los años desde 1621 hasta 1629.
Denegri-Documentos.xlsx,FDL-0565,2 f.u.,La Plata.,fecha inválida,1818-Ene.-01,"2unid.,Fotocopia. Antigua signatura B68",Copia doble de la carátula del libro manual de la caja principal de la Real Hacienda de la Ciudad de la Plata.
Denegri-Documentos.xlsx,FDL-0566,4 f.u.,San Miguel de Tucumán.,1816-07-09,1816-Jul.-09,Fotocopias. Antigua signatura B68,Copia del acta de la independencia declarada por el Congreso de las Provincias Unidas en Sudamérica.
Denegri-Documentos.xlsx,FDL-0567,31 f.u.,"Lima, Cochabamba.",fecha inválida,1834/1835,Antigua signatura B68,"Fotocopias de copias simples de cartas de Miguel San Román, Andrés Martínez y otros. 1834 - 1835."
Denegri-Documentos.xlsx,FDL-0568,97 f.u.,Lima.,fecha inválida,1828-1843,"40unid.,Hongos 5%. Antigua signatura B69","Correspondencia familiar de Domingo Nieto, y de María Soliz de Nieto, su esposa."
Denegri-Documentos.xlsx,FDL-0569,9 f.u.,Arequipa.,fecha inválida,1842-Ene.-05 /Feb.-22,9 Unidades .Antigua signatura B70,"Cartas remitidas por Domingo Nieto a Manuel Menéndez, presidente del Consejo de Estado, y al sargento Norberto Eléspuru"
Denegri-Documentos.xlsx,FDL-0570,48 f.u.,"Lima, Huaraz, Cuzco, Arequipa.",fecha inválida,1819- Dic.-04/ 1845 -Ene.-23,Antigua signatura B71,"Correspondencia remitida a Manuel Menéndez por Marcos Goyzueta, J. M. Salas, y por otros."
Denegri-Documentos.xlsx,FDL-0571,76 f.u.,"Cajamarca, Lambayeque, Lima.",fecha inválida,1836-Ago.-23 / Dic.-14,75 Unidades. Antigua signatura B72,"Correspondencia remitida a Domingo Nieto por Andrés Rázuri, por Pedro Cisneros y por otros."
Denegri-Documentos.xlsx,FDL-0572,119 f.u.,Trujillo.,fecha inválida,1836-May.-12 /Dic.30-,Antigua signatura B73,"Correspondencia remitida a Domingo Nieto, y borradores de respuestas."
Denegri-Documentos.xlsx,FDL-0573,17 f.u.,Arequipa.,fecha inválida,1834-Mar.-,Antigua signatura B74,"Expediente de la causa seguida contra Agustín del Solar, sargento mayor del Primer Batallón Libres de Arequipa, por una acusación de insubordinación inferida al coronel Trinidad Morán."
Denegri-Documentos.xlsx,FDL-0574,22 f.u.,Moquegua.,fecha inválida,1842 -Dic.-12/ 1843-Ene.-13,Antigua signatura B74,Expediente relativo a las deudas del Colegio de La Libertad de Moquegua.
Denegri-Documentos.xlsx,FDL-0575,26 f.u.,"Arica, Tacna.",fecha inválida,1814 -Ene.-04 /Set.-12,Antigua signatura B74,"Expediente de la causa seguida contra Josef Vicente de Gálvez, guarda mayor del resguardo de las rentas nacionales de Arica, y contra otros por sedición."
Denegri-Documentos.xlsx,FDL-0576,7 f.u.,Lima.,fecha inválida,1814-Jul.-20 /1815-Nov.-28,Antigua signatura B74,"Expediente iniciado por Antonio Posadillo mediante la interposición de un recurso relativo a su remoción de la plaza de alcalde de la cárcel debido a la reposición de su antecesor, José Jaramillo."
Denegri-Documentos.xlsx,FDL-0577,9 f.u.,Lima.,fecha inválida,1806-Ago.-12,Antigua signatura B74,Relación sobre el establecimiento del arbitrio de anualidades eclesiásticas destinado a la extinción de la deuda de la corona.
Denegri-Documentos.xlsx,FDL-0578,43 f.u.,Lima.,fecha inválida,1843- Mar.-18 / 1845-Ene.-15,Copias mecanografiadas Originales y dos juegos de duplicados. Antigua signatura B75,"Copias de los documentos desde el nº 232 hasta el nº 290 de las ""Memorias"" de Manuel Mendiburu."
Denegri-Documentos.xlsx,FDL-0579,82 f.u.,Lima.,fecha inválida,1844 -Feb.-23 /1845-Set.- 3,Copias mecanografiadas Originales y dos juegos de duplicados. Antigua signatura B75,"Copias de los documentos desde el nº 291 hasta el nº 332 de las ""Memorias"" de Manuel Mendiburu"
Denegri-Documentos.xlsx,FDL-0580,173 f.u.,Lima.,fecha inválida,1918-Mar.-06 / 1922-Set.-26,Antigua signatura B76,Documentos diversos que tratan sobre el homicidio del doctor Rafael Grau. Incluye: copia simple del expediente de la causa seguida contra los culpados.
Denegri-Documentos.xlsx,FDL-0581,222 f.u.,Chuquibamba.,fecha inválida,1832 -Ene.-23/ 1833- Jul.-03,Encuadernada. Antigua signatura B77,Correspondencia oficial remitida por el prefecto de Arequipa Pío de Tristán al Subprefecto de Chuquibamba.
Denegri-Documentos.xlsx,FDL-0582,305 f.u.,Chuquibamba.,fecha inválida,1830-Ene.-02/Dic.-19,Encuadernada. Antigua signatura B78,Correspondencia oficial remitida por el Prefecto de Arequipa al Subprefecto de Chuquibamba. Prefectos: J. Pardo de Zela y M. Amat y León.
Denegri-Documentos.xlsx,FDL-0583,76 f.u.,"Lima, Arequipa.",fecha inválida,1826-May.-18/1827-Abr.-20,"Zonas perdidas 5%. Antigua signatura C1,.Carátula",Expediente formado a partir de la residencia hecha a Antonio Quiroz por el tiempo en que fue intendente de la provincia de Condesuyos
Denegri-Documentos.xlsx,FDL-0584,38 f.u.,Madrid.,1784-05-09,1784-May.-09,"Impreso y cosido. Antigua signatura C2, Carátula",Instrucción dirigida a las Cajas Reales de las Indias; en la cual se dispone el modo de llevar las cuentas de la Real Hacienda.
Denegri-Documentos.xlsx,FDL-0585,137 f.u.,Madrid.,1778-10-12,1778-Oct.-12,Impreso. Originalmente cosido y encuadernado. Antigua signatura C2,Reglamento de aranceles reales para el comercio libre de España a Indias.
Denegri-Documentos.xlsx,FDL-0586,306 f.u.,Cuzco.,fecha inválida,1778-Set.-16/ 1793-Feb.-23,Encuadernado. Antigua signatura C3,Traslados y copias simples de reales cédulas y reales órdenes
Denegri-Documentos.xlsx,FDL-0587,102 f.u.,"Locumba, Tacna, Puno.",fecha inválida,1842-Ene.- 01/1843-Oct.-28,Hongos 2%. Antigua signatura C4,"Correspondencia remitida a Domingo Nieto por José Tamayo, Juan Pablo Vizcarra y por otros."
Denegri-Documentos.xlsx,FDL-0588,75 f.u.,"Lima, Cajamarca, Cuzco.",fecha inválida,1834-Ene.-15/ 1843-Nov.-17,Zonas perdidas 2%. Antigua signatura C5,"Oficios remitidos por la Subprefectura de Cajamarca, por la Prefectura del Cuzco y por otros a Domingo Nieto, como general en jefe del Ejército del Sur, como jefe superior militar de los departamentos del Norte, etc."
Denegri-Documentos.xlsx,FDL-0589,,Lima.,1828-02-09,1828-Feb.-09,Antigua signatura C6,"Nombramiento de Capitán de la Tercera Compañía del Batallón de Infantería Cívica de Piura, expedido por el gobierno de José de La Mar en favor de Francisco García."
Denegri-Documentos.xlsx,FDL-0590,1 f.u.,Lima.,1833-03-22,1833-Mar.-22,Antigua signatura C6,Carta dirigida a Francisco García.
Denegri-Documentos.xlsx,FDL-0600,1 f.u.,Lima.,1892-05-14,1892-May.-14,Antigua signatura C6,Título de Escribano de Estado de Lima expedido por el gobierno de Remigio Morales Bermúdez en favor de Peregrín Revolle.
Denegri-Documentos.xlsx,FDL-0601,1 f.u.,Lima.,1888-05-02,1888-May.-02,Antigua signatura C6,"Nombramiento de ministro plenipotenciario del Perú en los Estados Unidos de América, expedido por el gobierno de Andrés A. Cáceres en favor de Félix Cipriano Coronel Zegarra."
Denegri-Documentos.xlsx,FDL-0602,,Lima.,1869-11-20,1869-Nov.-20,Diploma. Antigua signatura C6,"Título de Benemérito a la Patria en Grado Heroico concedido por el gobierno de José Balta en favor del capitán Jorge Young por su contribución al triunfo obtenido en el Callao, el 02 de mayo de 1866."
Denegri-Documentos.xlsx,FDL-0603,,Lima.,fecha inválida,1837-Ene.-21,Diploma. Antigua signatura C6,"Nombramiento de Miembro de la Legión de Honor Nacional, concedido por el gobierno de Andrés Santa Cruz en favor del capitán de Navío Jorge Young por su participación en el ataque contra las fuerzas marítimas de Chile."
Denegri-Documentos.xlsx,FDL-0604,4 f.u.,Arequipa.,1815-03-11,1815-Mar.-11,Antigua signatura C6,Decreto del obispo de Arequipa Luis Gonzaga de la Encina relativo a la posición de su diócesis frente a los insurrectos contra la corona.
Denegri-Documentos.xlsx,FDL-0605,4 f.u.,Arequipa.,1815-06-30,1815-Jun.-30,Antigua signatura C6,"Copia certificada de edicto sobre capellanías, librado por el obispo de Arequipa Luis Gonzaga de la Encina el 30 de junio de 1815."
Denegri-Documentos.xlsx,FDL-0606,2 f.u.,Sevilla.,1809-06-25,1809-Jun.-25,Antigua signatura C6,"Copia simple de un real decreto expedido por la Suprema Junta Central Gubernativa del Reino, el 25 de Junio de 1809; por el cual se crea el Consejo y Tribunal Supremo de España e Indias."
Denegri-Documentos.xlsx,FDL-0607,1 f.u.,Arequipa.,1815-11-24,1815-Nov.-24,Antigua signatura C6,"Copia de una real cédula expedida el 24 de noviembre de 1815, relativa a ciertos servicios de los indios abolidos por las Cortes. Fue transcrita por el Secretario del Obispado de Arequipa y remitida al Cura de Tacna."
Denegri-Documentos.xlsx,FDL-0608,1 f.u.,Guayaquil.,1830-02-08,1830-Feb.-08,Antigua signatura C6,Oficio dirigido por la Prefectura General del Distrito del Sur de la República de Colombia al Prefecto del Departamento de Ecuador.
Denegri-Documentos.xlsx,FDL-0609,1 f.u.,Tacna.,1843-05-30,1843-May.-30,Antigua signatura C6,Oficio dirigido al Prefecto del Departamento de Moquegua por Carlos M. Salas.
Denegri-Documentos.xlsx,FDL-0610,1 f.u.,Pachía.,1843-05-25,1843-May.-25,Antigua signatura C6,Oficio dirigido por la Comandancia General de los Cuatro Departamentos del Sur al Prefecto de Puno.
Denegri-Documentos.xlsx,FDL-0611,1 f.u.,Lima.,fecha inválida,1827-Dic.-27,Antigua signatura C6,Oficio dirigido por el Ministerio de Guerra y Marina al Comandante General del Departamento de Junín.
Denegri-Documentos.xlsx,FDL-0612,1 f.u.,Ayacucho.,fecha inválida,1826-Ago.-14,Antigua signatura C6,Oficio dirigido al Prefecto del Cuzco por Manuel del Río.
Denegri-Documentos.xlsx,FDL-0613,5 f.u.,Lima.,fecha inválida,1863-Mar.-22/1864-Dic.-13,Zonas perdidas 3%. Antigua signatura C6,Cartas dirigidas a Ignacio Escudero por Ignacio García..
Denegri-Documentos.xlsx,FDL-0614,20 f.u.,"Puno, Lima, Islay.",fecha inválida,1843-Dic.-23/1858-Oct.-28,14 Unidades. Antigua signatura C7,Correspondencia remitida a Pedro Cisneros por José G. Paz Soldán y por otros.
Denegri-Documentos.xlsx,FDL-0615,5 f.u.,Juliaca.,fecha inválida,1834-May.-28/29,3 Unidades. Antigua signatura C8,"Oficios remitidos por la Comandancia General de la División del Sur a Domingo Nieto, comandante general de los departamentos del Sur. Se trata acerca de la fuga de Gamarra a Bolivia."
Denegri-Documentos.xlsx,FDL-0616,1 f.u.,Lima.,fecha inválida,1834-Ene.-17,Antigua signatura C8,Oficio dirigido por el Prefecto de Puno Miguel San Román al general Domingo Nieto.
Denegri-Documentos.xlsx,FDL-0617,7 f.u.,Lima.,fecha inválida,1836-Set.-09/1837-Jun.-17,Cosido. Antigua signatura C8,"Expediente iniciado mediante un recurso de Cayetano Vidaurre, director cesante de la Casa de la Moneda de Lima, por el que solicita que se expida un decreto vindicatorio de su honor herido"
